User Group,Scenario (Stimulus),Query,Query Scope,Query Purpose,Response Format,Information Feature 1,Information Feature 2,Information Feature 3
Developer,1 GUI Screenshot,is the header clickable?,UI-level,Inform,Binary,Element,,
Developer,1 GUI Screenshot,Does it have a search bar?,UI-level,Inform,Binary,Element,,
Developer,1 GUI Screenshot,Does it have a navigation bar?,UI-level,Inform,Binary,Element,,
Developer,1 GUI Screenshot,Does it have a login page?,UI-level,Inform,Binary,Page,,
End-user,1 GUI Screenshot,does it tell who created the content,UI-level,Inform,Binary,Element,Metadata,
End-user,1 GUI Screenshot,is the content categorized,UI-level,Inform,Binary,Functionality,,
End-user,1 GUI Screenshot,can you share the content,UI-level,Inform,Binary,Functionality,,
End-user,1 GUI Screenshot,can you access the content on a laptop,UI-level,Inform,Binary,Compatibility,,
End-user,1 GUI Screenshot,Is there a search bar,UI-level,Inform,Binary,Element,,
End-user,1 GUI Screenshot,Is the a menu,UI-level,Inform,Binary,Element,,
End-user,1 GUI Screenshot,What is the featured tab about?,UI-level,Inform,Textual,Element,,
End-user,1 GUI Screenshot,does it have a search bar?,UI-level,Inform,Binary,Element,,
End-user,1 GUI Screenshot,can it have sliding menu?,UI-level,Inform,Binary,Element,,
End-user,1 GUI Screenshot,In what language is this UI?,UI-level,Inform,Textual,Localisation,,
End-user,1 GUI Screenshot,Can I share this content to someone else?,UI-level,Inform,Binary,Functionality,,
End-user,1 GUI Screenshot,Are there ads?,UI-level,Inform,Binary,Functionality,Element,
End-user,1 GUI Screenshot,Is it possible to change it to horizontal view?,UI-level,Inform,Binary,Design,,
End-user,1 GUI Screenshot,Is it possible to change the color theme?,UI-level,Inform,Binary,Design,,
End-user,1 GUI Screenshot,can I see my watching history?,UI-level,Inform,Binary,Functionality,,
End-user,1 GUI Screenshot,Can I add films to watch it later?,UI-level,Inform,Binary,Functionality,,
Developer,1 GUI Screenshot,Do you need a search feature?,UI-level,Suggest,Binary,Functionality,,
Developer,1 GUI Screenshot,What is the icons source?,UI-level,Inform,Textual,Programming,Design,
Developer,1 GUI Screenshot,What is the images source?,UI-level,Inform,Textual,Programming,Design,
Developer,1 GUI Screenshot,What fonts and color codes were used?,UI-level,Inform,Textual,Design,,
Developer,1 GUI Screenshot,Can the menu be clearly understood,UI-level,Inform,Binary,Functionality,,
Developer,1 GUI Screenshot,How does the colour scheme help the user,UI-level,Inform,Textual,Design,,
Developer,1 GUI Screenshot,Can users search for items?,UI-level,Inform,Binary,Functionality,,
Developer,1 GUI Screenshot,Does ui have search?,UI-level,Inform,Binary,Element,Functionality,
Developer,1 GUI Screenshot,How many features this UI has?,UI-level,Inform,Numeric,Functionality,,
Developer,1 GUI Screenshot,Give me the color palette used in the UI,UI-level,Inform,Image,Design,,
Developer,1 GUI Screenshot,Tell me the fonts used in this UI,UI-level,Inform,Textual,Design,,
Developer,1 GUI Screenshot,What's the size of the image used?,UI-level,Inform,Textual,Design,,
Developer,1 GUI Screenshot,Does it have animations?,UI-level,Inform,Binary,Design,,
Developer,1 GUI Screenshot,What are the theme colors?,UI-level,Inform,Image,Design,,
Developer,1 GUI Screenshot,How much ads does it have on the list?,UI-level,Inform,Numeric,Functionality,,
Developer,1 GUI Screenshot,How much elements are shown on that list without scrolling?,UI-level,Inform,Numeric,Element,,
Developer,1 GUI Screenshot,Is this the landing page?,UI-level,Inform,Binary,Page,,
Developer,1 GUI Screenshot,Can sections of the UI be colapsed?,UI-level,Inform,Binary,Functionality,,
Developer,1 GUI Screenshot,Can manualy enter something into the text fields?,UI-level,Inform,Binary,Functionality,,
Developer,1 GUI Screenshot,Can I change the color of the UI?,UI-level,Inform,Binary,Design,,
Developer,1 GUI Screenshot,Does it have a dark mode?,UI-level,Inform,Binary,Design,,
Designer,1 GUI Screenshot,is it supposed to be simple?,UI-level,Inform,Binary,Design,,
Designer,1 GUI Screenshot,it should be dark or light,UI-level,Suggest,Binary,Design,,
"Designer,1 GUI Screenshot,""Show me other examples of """"type of app I'm making"""""",Dataset-level,Filter,Image,Metadata,,"
End-user,1 GUI Screenshot,What apps have access to the camera?,Dataset-level,Filter,Image,Privacy,Sensor,
End-user,1 GUI Screenshot,What's the most searched apps?,Dataset-level,Filter,Image,Metadata,,
End-user,1 GUI Screenshot,Bright colour schemes?,Dataset-level,Filter,Image,Design,,
End-user,1 GUI Screenshot,Are there similar apps to this one,Dataset-level,Filter,Image,Functionality,,
End-user,1 GUI Screenshot,Which apps are accessing to my mic/location/camera etc?,Dataset-level,Filter,Image,Privacy,Sensor,
End-user,1 GUI Screenshot,Which app drains most of my battery?,Dataset-level,Find,Image,Sensor,,
End-user,1 GUI Screenshot,Which app is using the system resources most?,Dataset-level,Find,Image,Metadata,,
End-user,1 GUI Screenshot,history of what app used before,Dataset-level,Filter,Image,Usage,,
Developer,1 GUI Screenshot,What are some UIs with search bar?,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,What UIs have the calendar feature?,Dataset-level,Filter,Image,Element,Functionality,
Developer,1 GUI Screenshot,What are some UIs with a navigation menu?,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,What are some user friendly UIs?,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,Can you show me some minimalistic UIs?,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,I would like an easy to use interface,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,I'm looking for a simple UI to implement,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,show ui with image background,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,show some screens with ads,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,show screens of apps which use master detail page,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,Show me apps with links to multiple languages.,Dataset-level,Filter,Image,Localisation,,
Developer,1 GUI Screenshot,Show me apps that have social sharing buttons.,Dataset-level,Filter,Image,Element,Functionality,
Developer,1 GUI Screenshot,Show me applications that incorporate video or maps.,Dataset-level,Filter,Image,Functionality,Element,
Developer,1 GUI Screenshot,Show me applications that incorporate a subscription form to a newsletter,Dataset-level,Filter,Image,Functionality,Element,
Developer,1 GUI Screenshot,Show me forms with captcha,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Show me a UI with a world map in it,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Show me a UI with upon-entering animations,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,Show me a UI of a frequently visited wiki,Dataset-level,Filter,Image,,,
Developer,1 GUI Screenshot,Show me a UI built using a specific language / tools / assets,Dataset-level,Filter,Image,Programming,,
Developer,1 GUI Screenshot,Show me a UIs created by Google and Apple,Dataset-level,Filter,Image,Metadata,,
Developer,1 GUI Screenshot,Where else is the wheather component used?,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,What pages also show livestreams/videos?,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Do you have any login pages?,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,Do you have more floating window examples?,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Show UI with search fields,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Show UI with interactive elements,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Show UI with single column layout,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,Can you show me some form examples?,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Can you show me some navbar designs?,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Can you give me some responsive websites examples?,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,Show UI of similar applications,Dataset-level,Filter,Image,,,
Developer,1 GUI Screenshot,Can You find a UIs with similar features?,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,How many apps have a similar UI feature.,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Can you find a UIs with specific layout?,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,Show me UIs with map features ?,Dataset-level,Filter,Image,Element,Functionality,
Developer,1 GUI Screenshot,Show me UIs with multilanguage selection top of the page ?,Dataset-level,Filter,Image,Localisation,Element,
Developer,1 GUI Screenshot,Show me login UIs with basic and simple featureset,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,I want to see the UIs most downloaded for pay the bills,Dataset-level,Filter,Image,Page,Metadata,Functionality
Developer,1 GUI Screenshot,I want to see the UIs for file browse option,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Show me UIs with a certain feature,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Show me UIs with the same purpose,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Show me UI with a specific type of menu.,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,Show me UI that has a eg. settings feature.,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Show me UI that works offline as well.,Dataset-level,Filter,Image,Compatibility,,
Developer,1 GUI Screenshot,Show me highly rated applications' UI.,Dataset-level,Filter,Image,Metadata,,
Developer,1 GUI Screenshot,show me similar components,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,simple grid ui for android,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,image carousel for mobile,Dataset-level,Filter,Image,Element,,
Developer,1 GUI Screenshot,ui with sidebar,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,ui with fixed navbar,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,3 column grid ui,Dataset-level,Filter,Image,Page,,
Developer,1 GUI Screenshot,Show UIs with certain feature,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Sort UIs by average rating,Dataset-level,Filter,Image,Metadata,,
Developer,1 GUI Screenshot,Show me similar designs of this app.,Dataset-level,Filter,Image,Design,,
Developer,1 GUI Screenshot,Show UI's with X feature,Dataset-level,Filter,Image,Functionality,,
Developer,1 GUI Screenshot,Show UI's with X feature in Y style,Dataset-level,Filter,Image,Design,Functionality,
End-user,1 GUI Screenshot,What is the best rated application?,Dataset-level,Find,Image,Metadata,,
End-user,1 GUI Screenshot,Which application is the most secure?,Dataset-level,Find,Image,Privacy,,
End-user,1 GUI Screenshot,best rated app for...,Dataset-level,Find,Image,Metadata,,
Developer,1 GUI Screenshot,is there another version of this component,Dataset-level,Find,Image,Element,,
End-user,1 GUI Screenshot,Where the search bar is ?,UI-level,Find,Image,Element,,
End-user,1 GUI Screenshot,Here i can find a search bar?,UI-level,Find,Image,Element,,
Developer,1 GUI Screenshot,Where is the navigation menu?,UI-level,Find,Image,Element,,
Developer,1 GUI Screenshot,Where is search bar?,UI-level,Find,Image,Element,,
Developer,1 GUI Screenshot,Show me the two versions (iOS and Android) side to side,UI-level,Find,Image,Compatibility,Design,
End-user,1 GUI Screenshot,How do I sign up to this application?,App-level,Educate,Image,Functionality,,
Developer,1 GUI Screenshot,how do users login?,App-level,Educate,Image,Functionality,,
Designer,1 GUI Screenshot,How can I save it?,UI-level,Educate,Textual,Functionality,,
Designer,1 GUI Screenshot,How can I share it?,UI-level,Educate,Image,Functionality,,
End-user,1 GUI Screenshot,How can I zoom in and make the graphics or text bigger?,UI-level,Educate,Image,Design,,
End-user,1 GUI Screenshot,How do you toggle between tabs,UI-level,Educate,Image,Functionality,,
End-user,1 GUI Screenshot,How can I turn back?,UI-level,Educate,Image,Functionality,,
End-user,1 GUI Screenshot,How do I access settings?,UI-level,Educate,Image,Functionality,Settings,
End-user,1 GUI Screenshot,How do I go to the previous screen?,UI-level,Educate,Image,Functionality,,
Developer,1 GUI Screenshot,How does the search work for a specific UI.,UI-level,Educate,Textual,Functionality,,
Developer,1 GUI Screenshot,In what way I can make the app more user friendly?,App-level,Suggest,Textual,Design,,
"Developer,1 GUI Screenshot,""Should I make calendar button clickable, so forecasts for other days are available too?"",Dataset-level,Suggest,Binary,Design,Element,"
Developer,1 GUI Screenshot,Should I change primary colors if I think they are not cool enough?,UI-level,Suggest,Binary,Design,,
Developer,1 GUI Screenshot,Give me a color palette similar to that of this UI,UI-level,Suggest,Image,Design,,
End-user,1 GUI Screenshot,Can you press home,UI-level,Inform,Binary,Element,,
Developer,5 GUIs from an App,Copy the images from an app.,App-level,Execute,Image,Page,,
Designer,5 GUIs from an App,Need to share location ?,App-level,Inform,Binary,Sensor,Privacy,
Designer,5 GUIs from an App,Need to share microphone ?,App-level,Inform,Binary,Sensor,Privacy,
Designer,5 GUIs from an App,Need to keep user data after delete ?,App-level,Inform,Binary,Sensor,Usage,
End-user,5 GUIs from an App,Does this application supporting watching a floatin video player?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I search the application through voice controlled demands?,App-level,Inform,Binary,Accessibility,,
End-user,5 GUIs from an App,Does the efficiency of this application depend on the closure of other applications?,App-level,Inform,Binary,Usage,,
End-user,5 GUIs from an App,Does this application have a language translation category?,App-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,Can this application be used across all continents worldwide?,App-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,Can this application run without incurring significant data charges?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,Are there any additional purchases within this application?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Do I have permission to get my personal data?,App-level,Inform,Binary,Usage,Privacy,
End-user,5 GUIs from an App,Can I save settings?,App-level,Inform,Binary,Settings,,
End-user,5 GUIs from an App,Is the login mandatory?,App-level,Inform,Binary,Functionality,Privacy,
End-user,5 GUIs from an App,Does the app have a notification feature?,App-level,Inform,Binary,Functionality,Metadata,
End-user,5 GUIs from an App,Does it have a night/energy-saving mode?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,Is it possible to cancel any purchases?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Does this app has a login page?,App-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,Does this app can play music while I use other apps?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app needs mobile data?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,Can this app tell me the weather?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I look for friends on this app?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can you search for items,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,can you see the battery percentage,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,can I get notifications?,App-level,Inform,Binary,Functionality,Metadata,
End-user,5 GUIs from an App,Does this app has too many ads?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Is it simple to use?,App-level,Inform,Binary,Usage,,
End-user,5 GUIs from an App,Does it uses microphone?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,Do I need to give premissions?,App-level,Inform,Binary,Privacy,,
End-user,5 GUIs from an App,Can I use it offline?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,is it possible to use the app offline?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,can I retrieve lost data,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,does the app connect with other devices,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,does it require internet connetion all the time,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,Is my data saved for automatically logging into the application?,App-level,Inform,Binary,Privacy,Usage,
End-user,5 GUIs from an App,Does this app have big writing?,App-level,Inform,Binary,Metadata,Accessibility,
End-user,5 GUIs from an App,Does the app contain background music?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,does it have language settings,App-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,does it have sharing options,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app look for images?,App-level,Inform,Binary,Element,Functionality,
End-user,5 GUIs from an App,Is this app searching only in my country?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app store my data,App-level,Inform,Binary,Sensor,Privacy,
End-user,5 GUIs from an App,Has this app got voice recognition?,App-level,Inform,Binary,Accessibility,,
Designer,5 GUIs from an App,How Can I change the city?,App-level,Inform,Binary,Localisation,,
Designer,5 GUIs from an App,Does a user have to sign up to an account to view certain content?,App-level,Inform,Binary,Functionality,,
Designer,5 GUIs from an App,are we GDPR compliant,App-level,Inform,Binary,Metadata,Privacy,
End-user,5 GUIs from an App,Is it split into separate categories?,App-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,Does the app use notifications?,App-level,Inform,Binary,Functionality,Metadata,
End-user,5 GUIs from an App,Does the application have an option to refresh the page?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app have a button for saving favourites?,App-level,Inform,Binary,Element,Functionality,
End-user,5 GUIs from an App,does this app have a search bar?,App-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,does this app show maps?,App-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,does this app show hours in england?,App-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,Does the app require a user account?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does it require access of the camera?,App-level,Inform,Binary,Sensor,Privacy,
End-user,5 GUIs from an App,Does it have push notifications?,App-level,Inform,Binary,Functionality,Metadata,
End-user,5 GUIs from an App,Does the app have a login window?,App-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,Does it run in the background?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does it send notifications?,App-level,Inform,Binary,Functionality,Metadata,
End-user,5 GUIs from an App,Can I change the language?,App-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,Can I use a different map?,App-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can I change the city?,App-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,Do I need to have an account?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app require a password,App-level,Inform,Binary,Functionality,Privacy,
End-user,5 GUIs from an App,Does this app require my bank details,App-level,Inform,Binary,Functionality,Privacy,
End-user,5 GUIs from an App,Can you stream it through the television?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,is it easy to use?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can it be voice activated,App-level,Inform,Binary,Functionality,Accessibility,
End-user,5 GUIs from an App,Show me my account,App-level,Inform,Binary,Settings,Page,
End-user,5 GUIs from an App,Does this app paid extras,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,How much storage does this app take up,App-level,Inform,Binary,Metadata,Sensor,
End-user,5 GUIs from an App,Am I able to record myself in this app?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I use screen recording in this app?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does it have a GPS feature?,App-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,Can the microphone be used to issue commands?,App-level,Inform,Binary,Sensor,Accessibility,
End-user,5 GUIs from an App,Does it provide up-to-date information?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Does the app have a favourites section,App-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,Does this app have a share option?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app have google/fb login option?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app have a screen recording ability?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does app have contact information?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Is this app free to use?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Does this app have any unique features?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Does this app run on any phone?,App-level,Inform,Binary,Metadata,Compatibility,
End-user,5 GUIs from an App,Does this app often need an updating?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Does the app provide hourly forecast for my area? Q,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does the app have a Local News page?,App-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,Does the app have a streaming feature?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I search some info that I'm interested in?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app use my GPS?,App-level,Inform,Binary,Sensor,Privacy,
"End-user,5 GUIs from an App,""Is there """"favourites"""" section?"",App-level,Inform,Binary,Page,,"
End-user,5 GUIs from an App,Can I see terms and conditions of use?,App-level,Inform,Binary,Privacy,Metadata,
End-user,5 GUIs from an App,Does this app have login screen?,App-level,Inform,Binary,Page,,
Developer,5 GUIs from an App,does it have landscape mode?,App-level,Inform,Binary,Design,,
Developer,5 GUIs from an App,Does it have a log in page?,App-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,is the content available on laptop,App-level,Inform,Binary,Metadata,Compatibility,
End-user,5 GUIs from an App,is this content ada accessible,App-level,Inform,Binary,Accessibility,,
End-user,5 GUIs from an App,does this content work for kids,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,is this content containing funny material like comedy,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,can this content go on the apple iPads,App-level,Inform,Binary,Compatibility,,
End-user,5 GUIs from an App,Does this app have an customer support?,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,does the app have a help file,App-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,what are the advanced features,App-level,Inform,Binary,Metadata,Functionality,
End-user,5 GUIs from an App,can i integrate with another app,App-level,Inform,Binary,Compatibility,,
End-user,5 GUIs from an App,Does this app have more channels?,App-level,Inform,Binary,Metadata,Functionality,
End-user,5 GUIs from an App,Can I bookmark a specific channel?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can this app show a list by popularity?,App-level,Inform,Binary,Page,Element,
End-user,5 GUIs from an App,can I add more cities to weather app?,App-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I save content in this app to read it later?,App-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Does the app require internet connection?,App-level,Inform,Binary,Sensor,,
Developer,5 GUIs from an App,Can the user create an account?,App-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Should it be created with a framework that will make us avoid creating to different apps for ios and android?,App-level,Inform,Binary,Compatibility,Programming,
Developer,5 GUIs from an App,Is the user at any risk while using the app,App-level,Inform,Binary,Functionality,Privacy,
Developer,5 GUIs from an App,Is everything well optimised,App-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Does app have shopping options?,App-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Does app have feedback for developers?,App-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Does app have side menu?,App-level,Inform,Binary,Element,Design,
Developer,5 GUIs from an App,Does app have special icons?,App-level,Inform,Binary,Element,Design,
Developer,5 GUIs from an App,Does app ask for permissions?,App-level,Inform,Binary,Metadata,Privacy,
Developer,5 GUIs from an App,Can you give me access to the support service documentation?,App-level,Inform,Binary,Metadata,,
Developer,5 GUIs from an App,Does this app use internet.,App-level,Inform,Binary,Sensor,,
Developer,5 GUIs from an App,is this ui free,App-level,Inform,Binary,Metadata,,
End-user,5 GUIs from an App,Is there an option to see my account options?,App-level,Inform,Image,Page,,
End-user,5 GUIs from an App,Where can I find the application options?,App-level,Inform,Image,Page,,
Developer,5 GUIs from an App,How many different UIs does this app have?,App-level,Inform,Numeric,Page,,
End-user,5 GUIs from an App,How much storage does this take up?,App-level,Inform,Numeric,Sensor,,
Designer,5 GUIs from an App,What demographic is the application for?,App-level,Inform,Textual,Metadata,,
Designer,5 GUIs from an App,Show me latest feedback from users.,App-level,Inform,Textual,Usage,,
Designer,5 GUIs from an App,What are the most used searches in this application?,App-level,Inform,Numeric,Functionality,,
Designer,5 GUIs from an App,how much are we going to limit the purchases,App-level,Inform,Numeric,Metadata,,
End-user,5 GUIs from an App,Show me how many space did it took from my phone,App-level,Inform,Numeric,Sensor,,
End-user,5 GUIs from an App,Show me the information that you can access,App-level,Inform,Textual,Metadata,Privacy,
Developer,5 GUIs from an App,How much is the cost,App-level,Inform,Numeric,Metadata,,
Developer,5 GUIs from an App,How many people will need it,App-level,Inform,Numeric,Metadata,,
Developer,5 GUIs from an App,What kind of smartphones will be supported?,App-level,Inform,Textual,Compatibility,,
Developer,5 GUIs from an App,Which are the most used categories in the app?,App-level,Inform,Textual,Metadata,,
Developer,5 GUIs from an App,How positively reviewed is the app to which this UI pertains?,App-level,Inform,Numeric,Metadata,,
Developer,5 GUIs from an App,What is the target audience?,App-level,Inform,Textual,Metadata,,
Designer,5 GUIs from an App,What is the target age for the app?,App-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,Does this application containg full screen ads?,App-level,Inform,Textual,Metadata,Element,
End-user,5 GUIs from an App,How much can I personalize this app?,App-level,Inform,Textual,Design,,
End-user,5 GUIs from an App,can i see history of my actions,App-level,Inform,Textual,Functionality,,
Designer,5 GUIs from an App,What is your main goal with the application?,App-level,Inform,Textual,Metadata,,
Designer,5 GUIs from an App,Request UI technical data on this application.,App-level,Inform,Textual,Metadata,,
Designer,5 GUIs from an App,Enquire about some privacy information of an app,App-level,Inform,Textual,Privacy,,
Designer,5 GUIs from an App,what kind of backend are we using,App-level,Inform,Textual,Metadata,Programming,
Designer,5 GUIs from an App,what data are we collecting,App-level,Inform,Textual,Privacy,Usage,
Designer,5 GUIs from an App,what kind of product are we selling,App-level,Inform,Textual,Metadata,,
Designer,5 GUIs from an App,What are the components for product information?,App-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,Where can I find contact for app developers?,App-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,What types of accessibilities does this feature,App-level,Inform,Textual,Accessibility,,
End-user,5 GUIs from an App,Are there better features that you will have to pay for,App-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,What kind of tech support is offered,App-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,What does this application contain?,App-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,What's the time that can i use the app?,App-level,Inform,Textual,Metadata,Usage,
End-user,5 GUIs from an App,This app will have upgrades?,App-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,Show me the terms of privacy,App-level,Inform,Textual,Privacy,Metadata,
Developer,5 GUIs from an App,What's the goal of the new app?,App-level,Inform,Textual,Metadata,,
Developer,5 GUIs from an App,What's the target user?,App-level,Inform,Textual,Metadata,,
Developer,5 GUIs from an App,how is security managed?,App-level,Inform,Textual,Privacy,,
Developer,5 GUIs from an App,What is this app used for,App-level,Inform,Textual,Metadata,,
Developer,5 GUIs from an App,Who created the app?,App-level,Inform,Textual,Metadata,,
Developer,5 GUIs from an App,What permissions does the UI needs?,App-level,Inform,Textual,Privacy,Metadata,
Developer,5 GUIs from an App,What is the authentication method used in this solution?,App-level,Inform,Textual,Functionality,,
Developer,5 GUIs from an App,Who made this app?,App-level,Inform,Textual,Metadata,,
Designer,5 GUIs from an App,What are the features of the app?,App-level,Inform,Textual,Functionality,,
Designer,5 GUIs from an App,How complex does the app need to be?,App-level,Inform,Textual,Functionality,,
Designer,5 GUIs from an App,What devices does the app have to support?,App-level,Inform,Textual,Compatibility,,
End-user,5 GUIs from an App,does it have login page,App-level,Filter,Image,Page,,
"End-user,5 GUIs from an App,""Does this application has built-in social media trackers (like button facebook, tweet via twitter etc.)"",App-level,Find,Image,Element,,"
End-user,5 GUIs from an App,Where are the settings?,App-level,Find,Textual,Settings,,
End-user,5 GUIs from an App,How do I view only local networks?,App-level,Educate,Textual,Sensor,,
Designer,5 GUIs from an App,How to add user account?,App-level,Educate,Textual,Functionality,,
